symbol,gene_id,treatment_splicing_P,treatment_over_time_splicing_P
Arfrp1,FBgn0030088,0.052210329,0.900737563
Usp30,FBgn0029819,0.050629359,0.900931753
dnk,FBgn0022338,0.199266632,0.901210985
eRF3,FBgn0020443,0.740654525,0.901724439
Cyp12a4,FBgn0038681,0.295475434,0.901737865
Cyp4ac1,FBgn0031693,0.426984231,0.902085686
CG42322,FBgn0259222,0.081961072,0.90212961
tacc,FBgn0026620,0.278671723,0.90237846
CG14757,FBgn0033274,0.705810395,0.903097695
CG32732,FBgn0052732,0.084201353,0.903221994
CG10483,FBgn0035649,0.824792881,0.903323581
Cyp6a8,FBgn0013772,0.333924567,0.903478191
Arp2,FBgn0011742,0.148569904,0.903493787
Rpn2,FBgn0028692,0.126644953,0.90367809
CG30158,FBgn0050158,0.151864872,0.904142806
Cnx99A,FBgn0015622,0.787815085,0.904154368
Cand1,FBgn0027568,0.869296883,0.904211544
CG2046,FBgn0037378,0.282833065,0.904562391
lbk,FBgn0034083,0.815279184,0.90456258
dpr3,FBgn0053516,0.581937702,0.904840009
Hrb98DE,FBgn0001215,0.45690273,0.905272943
kto,FBgn0001324,0.663249736,0.905404817
hoe1,FBgn0041150,0.001135383,0.9054754
Dlip1,FBgn0040467,0.231471886,0.905645328
CG8441,FBgn0034086,0.542726121,0.906764608
Marf,FBgn0029870,0.600164551,0.907123662
para,FBgn0285944,0.539482963,0.907162443
CG7781,FBgn0032021,0.772787988,0.907413894
CG41099,FBgn0039955,0.492568666,0.907710007
VhaM8.9,FBgn0037671,0.560041864,0.907819253
PKD,FBgn0038603,0.32391342,0.907961024
rdhB,FBgn0038946,0.932197852,0.907966907
rngo,FBgn0030753,0.73234911,0.908137131
Neurl4,FBgn0283503,0.813989334,0.908279629
Smyd5,FBgn0038869,0.449231022,0.908530145
Nup37,FBgn0039301,0.073508774,0.908613909
CG10936,FBgn0034253,0.037381683,0.908681871
Ptp69D,FBgn0014007,0.579783341,0.908854679
arr,FBgn0000119,0.441118683,0.909083215
hdc,FBgn0010113,0.207315435,0.909484508
LIMK1,FBgn0283712,0.008650876,0.909679473
Su(dx),FBgn0003557,0.609520844,0.909802913
Piezo,FBgn0264953,0.99411053,0.909805524
cdm,FBgn0261532,0.422653762,0.909953973
Ctl2,FBgn0039637,0.04573823,0.909998508
tmod,FBgn0082582,0.075399598,0.910233919
bowl,FBgn0004893,0.415922643,0.910261682
CG8668,FBgn0031988,0.374858477,0.910769465
CG15890,FBgn0030576,0.400819845,0.911333585
NiPp1,FBgn0026402,0.022284494,0.911383477
GstD11,FBgn0038029,0.730213362,0.911510807
CG10407,FBgn0038395,0.159098929,0.911571669
Nna1,FBgn0265726,0.736158876,0.911870745
CG32103,FBgn0052103,0.825953815,0.912104996
stumps,FBgn0020299,0.271035592,0.912718759
Phb2,FBgn0010551,0.35805942,0.912719518
CG8539,FBgn0035791,0.557126674,0.912957953
cm,FBgn0000330,0.482545109,0.913087984
Cenp-C,FBgn0266916,0.258015827,0.913244382
r,FBgn0003189,0.898154539,0.913246095
Miro,FBgn0039140,0.38690829,0.913334942
CG7728,FBgn0036686,0.80521827,0.913590161
Optix,FBgn0025360,0.382515667,0.913702842
LKRSDH,FBgn0025687,0.446231886,0.913956548
Asap,FBgn0050372,0.999947779,0.914119416
mTerf5,FBgn0038584,0.961683999,0.914353955
CG8907,FBgn0038466,0.433190782,0.914521424
CG5274,FBgn0036987,0.814603967,0.915030176
Rab26,FBgn0086913,0.82968223,0.91505242
CG6357,FBgn0033875,0.468321338,0.915235964
GEFmeso,FBgn0050115,0.006583278,0.915363156
Pkn,FBgn0020621,0.868697696,0.915418669
CG10420,FBgn0039296,0.689379737,0.915464787
Prx2540-2,FBgn0033518,0.438500086,0.915634538
Uhg2,FBgn0063449,0.922435865,0.915637189
CG6701,FBgn0033889,0.760105349,0.915991722
RpII215,FBgn0003277,0.970377213,0.916019606
Tsc1,FBgn0026317,0.353368462,0.916155106
CG32204,FBgn0052204,0.310453351,0.916313544
Start1,FBgn0035028,0.687899458,0.916616305
CG14712,FBgn0037924,0.375470113,0.916853834
Proc-R,FBgn0029723,0.038479155,0.917138171
DMAP1,FBgn0034537,0.81355104,0.917489941
serp,FBgn0260653,0.003704319,0.917658581
Tak1,FBgn0026323,0.590906913,0.917680309
CG3107,FBgn0033005,0.516584686,0.917712544
Obp99a,FBgn0039678,0.849752796,0.918246206
CG3356,FBgn0034989,0.820709102,0.918580011
Arl4,FBgn0039889,0.893871839,0.91878781
tho2,FBgn0031390,0.153074014,0.918879322
CR45129,FBgn0266622,0.37011367,0.919101775
Sur,FBgn0028675,0.759099157,0.919982424
Past1,FBgn0016693,0.036064487,0.920055951
Mef2,FBgn0011656,0.035489829,0.920231502
Orcokinin,FBgn0034935,0.57167444,0.920532749
CG10131,FBgn0033949,0.030041502,0.920563304
Grasp65,FBgn0036919,0.739280775,0.920586603
SKIP,FBgn0051163,0.9614602,0.920594614
RhoL,FBgn0014380,0.911881067,0.921327123
Jupiter,FBgn0051363,0.990416522,0.921363011
Cpr,FBgn0015623,0.979865102,0.922082208
CG7744,FBgn0034447,0.358245793,0.922097639
IntS6,FBgn0261383,0.443462177,0.922204482
Taf6,FBgn0010417,0.188522067,0.922285448
enok,FBgn0034975,0.116577135,0.922497944
pain,FBgn0060296,0.174578948,0.922598668
jef,FBgn0033958,0.766430069,0.922619627
CG31673,FBgn0051673,0.355475648,0.92264735
CaMKII,FBgn0264607,0.795686177,0.9227195
Vha26,FBgn0283535,0.59009031,0.923149436
CG15461,FBgn0040649,0.58952131,0.923199826
Fbxl4,FBgn0030555,0.28635013,0.923523075
CG4622,FBgn0035021,0.525538601,0.923576994
ND-39,FBgn0037001,0.971878264,0.924359852
Blm,FBgn0002906,0.780153138,0.924599439
trol,FBgn0284408,0.466942118,0.924772644
14-3-3epsilon,FBgn0020238,3.30207E-05,0.92498598
CG4502,FBgn0031896,0.41262801,0.925119438
Akt1,FBgn0010379,0.324448649,0.925283723
Syx7,FBgn0267849,0.825562386,0.92537154
Mal-A5,FBgn0050359,0.669071908,0.925387362
Ddx1,FBgn0015075,0.065118037,0.925676468
RFeSP,FBgn0021906,0.065118037,0.925676468
pds5,FBgn0260012,0.71978471,0.925678489
Pask,FBgn0034950,0.481648136,0.925711822
didum,FBgn0261397,0.014401523,0.926067706
CG12155,FBgn0029957,0.780218568,0.926181802
phu,FBgn0043791,0.780218568,0.926181802
CG5554,FBgn0034914,5.8101E-05,0.926245568
CG17930,FBgn0038416,0.201486685,0.926530378
Msp300,FBgn0261836,0.899663282,0.926653162
sgg,FBgn0003371,0.223346349,0.92673363
CG12054,FBgn0039831,0.101854967,0.926768924
CG3663,FBgn0035044,0.907471845,0.926775266
Hayan,FBgn0030925,0.643876337,0.926860962
CG5861,FBgn0015338,0.49559805,0.92688014
ptc,FBgn0003892,0.228410105,0.927219296
inv,FBgn0001269,0.82814694,0.927439994
RpS27A,FBgn0003942,0.669778323,0.927586769
jbug,FBgn0028371,0.432298357,0.927828635
GluProRS,FBgn0005674,0.952290324,0.927851721
woc,FBgn0010328,0.987178183,0.928273227
CG4230,FBgn0031683,0.295032273,0.928327223
nwk,FBgn0263456,0.299510315,0.928502137
CG5872,FBgn0036991,0.937054742,0.928740863
Nipped-B,FBgn0026401,0.472132735,0.928859548
barr,FBgn0014127,0.431116883,0.928950565
CG9941,FBgn0030514,0.403394098,0.928968367
jvl,FBgn0263929,0.379454003,0.928996282
CG1129,FBgn0037279,0.836944302,0.929090429
az2,FBgn0025185,0.332433883,0.929146856
CG32846,FBgn0052846,0.197112622,0.929438514
Dis3l2,FBgn0035111,0.031349992,0.929720716
Ctl1,FBgn0035523,0.343407607,0.929809023
CG4752,FBgn0034733,0.743450464,0.929897258
CG15317,FBgn0030137,0.641209943,0.930398919
Pfk,FBgn0003071,0.098372878,0.930505114
Lgr1,FBgn0016650,0.613205004,0.930680833
CG5728,FBgn0039182,0.73975109,0.930693928
CG6695,FBgn0039215,0.7335154,0.930796511
CG10038,FBgn0038013,0.79368022,0.931187249
Trf2,FBgn0261793,0.233431514,0.931721501
AnxB11,FBgn0030749,0.898875723,0.931784991
CG1463,FBgn0030406,0.728075455,0.932099
smid,FBgn0016983,0.982393981,0.932153431
Mtl,FBgn0039532,0.758404696,0.932214431
TrpA1,FBgn0035934,0.310233791,0.932247101
ash1,FBgn0005386,0.44827118,0.93235931
Poc1,FBgn0036354,0.000280006,0.932429705
CG2269,FBgn0033484,0.355126747,0.932809833
CR44894,FBgn0266199,0.360291728,0.933043668
na,FBgn0002917,0.425400864,0.933063179
Eaf,FBgn0033166,0.044879686,0.933450799
fliI,FBgn0000709,0.223315914,0.93369678
CG3632,FBgn0030735,0.635147271,0.933847736
RluA-1,FBgn0051719,0.906682582,0.933910725
Sox102F,FBgn0039938,0.940516762,0.933996322
tws,FBgn0004889,0.137615955,0.934261751
Rgk1,FBgn0264753,0.5830808,0.934264362
fok,FBgn0263773,0.975576461,0.934340121
clu,FBgn0034087,0.629384175,0.934667173
Octbeta3R,FBgn0250910,0.522182422,0.934833575
nsl1,FBgn0262527,0.988664101,0.93492475
CG7766,FBgn0030087,0.642372266,0.935004443
Sra-1,FBgn0038320,0.321402085,0.93539915
RecQ5,FBgn0027375,0.708715032,0.935428216
lace,FBgn0002524,0.865151256,0.935601313
CG5390,FBgn0032213,0.481602527,0.935610287
CG13630,FBgn0039219,0.093118312,0.935621253
pns,FBgn0035229,0.410461373,0.935911845
Sec5,FBgn0266670,0.82094041,0.936032041
CG9628,FBgn0036433,0.993029702,0.936109517
sas,FBgn0002306,0.977143474,0.936438124
CG32055,FBgn0052055,0.304614109,0.936647898
Wdr24,FBgn0027518,0.512806897,0.936724167
euc,FBgn0038665,0.652116432,0.936760493
Pof,FBgn0035047,0.003926849,0.936782087
prtp,FBgn0030329,0.222359976,0.937366467
svr,FBgn0004648,0.006909744,0.937842333
CG9911,FBgn0030734,0.501534295,0.937891928
ITP,FBgn0035023,0.071289365,0.938197428
fusl,FBgn0031702,0.84564746,0.938327667
Sar1,FBgn0038947,0.999969328,0.938340903
UBL3,FBgn0026076,0.892178399,0.938632933
Cyp9f2,FBgn0038037,0.354123985,0.938679933
CG17928,FBgn0032603,0.820873977,0.938776827
CG13965,FBgn0032834,0.733703297,0.939099279
Ars2,FBgn0033062,0.076352717,0.9392441
CG9346,FBgn0034572,0.971023061,0.93940798
Reps,FBgn0032341,0.262278564,0.939725285
CG7724,FBgn0036698,0.756262977,0.940146793
CG9175,FBgn0031779,0.322211516,0.940212247
Rab5,FBgn0014010,0.943666425,0.940318518
CG43179,FBgn0262808,0.274162438,0.940332549
blp,FBgn0038387,0.133599202,0.940434386
Cyp4ac2,FBgn0031694,0.431000416,0.940598514
CG16985,FBgn0035355,0.829161659,0.940937231
CG1695,FBgn0031116,0.627990044,0.941029103
Ptpmeg2,FBgn0028341,0.264310308,0.941124882
Cyp6d4,FBgn0039006,0.868288755,0.941439289
srp,FBgn0003507,0.392179925,0.941481104
CG18870,FBgn0042180,0.732290637,0.941489338
Tmem18,FBgn0050051,0.619408474,0.941865512
mol,FBgn0086711,0.147399789,0.942034477
sob,FBgn0004892,0.844136973,0.942571005
RabX5,FBgn0035255,0.145486158,0.942703265
Ate1,FBgn0025720,0.30503339,0.942842128
Rpp30,FBgn0283652,0.545815094,0.942890892
CG5674,FBgn0032656,0.000183205,0.943057771
Sfmbt,FBgn0032475,0.931348003,0.943120158
CG11652,FBgn0036194,0.006937033,0.943431219
CG5555,FBgn0038686,0.535884658,0.943479125
Rpb12,FBgn0262954,0.033420601,0.944013976
MKP-4,FBgn0031044,0.645388397,0.944070873
U2af50,FBgn0005411,0.83728931,0.94419071
Cad96Ca,FBgn0022800,0.398676384,0.944325191
PGRP-LA,FBgn0035975,0.804908947,0.944823244
P5CDh1,FBgn0037138,0.999340071,0.944832732
CG7135,FBgn0030895,0.124101364,0.945553824
CG31974,FBgn0051974,0.858688556,0.945870158
CG4119,FBgn0028474,0.72964498,0.946690566
Prx3,FBgn0038519,0.450526464,0.946885193
GlyP,FBgn0004507,0.724032862,0.947221769
ry,FBgn0003308,0.006660012,0.947268112
Lip2,FBgn0024740,0.596130192,0.947297931
CG5958,FBgn0031913,0.488482234,0.947509964
CG7110,FBgn0032521,0.959998973,0.948159651
Rala,FBgn0015286,0.856433953,0.948225765
CG16952,FBgn0030701,0.553131839,0.948438551
Hil,FBgn0050147,0.022966606,0.949090576
Map60,FBgn0010342,0.978183448,0.94986851
Oatp74D,FBgn0036732,0.177014674,0.950346169
CG34453,FBgn0085482,0.660948126,0.950644084
CG4049,FBgn0034976,0.616793829,0.95072121
Pdk1,FBgn0020386,0.034892949,0.950783896
Klp54D,FBgn0263076,0.83050721,0.950871387
Elal,FBgn0013949,0.884352313,0.950951286
Eps-15,FBgn0035060,0.420175706,0.950973013
CG31710,FBgn0051710,0.517683319,0.950994727
CG32816,FBgn0052816,0.023030081,0.951096937
TTLL3A,FBgn0031854,0.155131255,0.951172328
Gfat1,FBgn0027341,0.570384772,0.951419764
Hs3st-A,FBgn0053147,6.72E-07,0.95159527
CrebA,FBgn0004396,0.637473181,0.951765775
CG32000,FBgn0052000,0.154013881,0.951846223
stum,FBgn0050263,0.052368364,0.952025892
Tk,FBgn0037976,0.086654326,0.952663223
Mondo,FBgn0032940,0.142173455,0.952714483
shi,FBgn0003392,0.999866524,0.952722967
CG17292,FBgn0032029,0.937144144,0.952738364
dally,FBgn0263930,0.043691779,0.952830115
Nup54,FBgn0033737,0.000915386,0.952894945
CG10947,FBgn0032857,0.892959487,0.953833102
msk,FBgn0026252,0.250081605,0.953866438
wge,FBgn0051151,0.38090026,0.953906856
Dhx15,FBgn0033160,0.005279755,0.954004446
CG17593,FBgn0031544,0.080689387,0.95401795
Zasp67,FBgn0036044,0.126649987,0.954168613
sls,FBgn0086906,0.904959784,0.954423422
simj,FBgn0010762,0.40458872,0.954531656
wake,FBgn0266418,0.886524291,0.954605872
CG8963,FBgn0034181,0.006588967,0.95469702
kis,FBgn0266557,0.702167144,0.955084423
Tif-IA,FBgn0032988,0.997662567,0.955212713
Vap33,FBgn0029687,0.232719166,0.955419754
YT521-B,FBgn0027616,0.915645534,0.955554239
CG31161,FBgn0051161,0.221411383,0.955582246
CG11208,FBgn0034488,0.581907558,0.955995482
CG13096,FBgn0032050,0.268436764,0.956406451
ab,FBgn0264442,0.17362741,0.956527038
CG17883,FBgn0040005,0.354622527,0.957110439
l(2)gd1,FBgn0261983,0.522313123,0.957576078
CG9890,FBgn0034814,0.881390427,0.957594052
mid,FBgn0261963,0.080790448,0.958244242
CG45049,FBgn0266409,0.21251156,0.958254806
Unc-76,FBgn0040395,0.93625226,0.958312813
Col4a1,FBgn0000299,0.249643779,0.958447332
CG6126,FBgn0038407,0.013597898,0.958645104
cmb,FBgn0036365,0.784531482,0.958696895
Cbp80,FBgn0022942,0.862371882,0.959058464
Lrch,FBgn0032633,0.005861831,0.959096238
Obp83a,FBgn0011281,0.232230219,0.959115279
CadN,FBgn0015609,0.202397711,0.959358752
CG9164,FBgn0030634,0.472922899,0.959426548
Cpr47Ef,FBgn0033603,0.950218278,0.959486335
Saf-B,FBgn0039229,0.835855208,0.95949535
AhcyL2,FBgn0015011,0.142552803,0.959808028
nahoda,FBgn0034797,0.948151475,0.959809324
rst,FBgn0003285,0.512327878,0.959828055
CG3961,FBgn0036821,0.102025245,0.959828824
NKAIN,FBgn0085442,0.089285988,0.960149034
CG12065,FBgn0030052,0.211683064,0.960179356
AnxB9,FBgn0000083,0.052136844,0.960281751
Dp,FBgn0011763,0.866908475,0.960354343
Dscam3,FBgn0261046,0.425483559,0.960533645
CG9396,FBgn0037714,0.668078375,0.960620392
stac,FBgn0266719,0.46701436,0.960825997
Prosbeta4,FBgn0032596,0.019908651,0.960857421
CG14995,FBgn0035497,0.557934218,0.961286929
CG32708,FBgn0052708,0.714217684,0.961508405
Spt6,FBgn0028982,0.946304075,0.961654935
CG42524,FBgn0260429,0.16464881,0.961963828
spict,FBgn0032451,0.843952036,0.962553542
APC7,FBgn0029879,0.929269764,0.96262888
Pat1,FBgn0029878,0.194877405,0.962650455
CG42684,FBgn0261570,0.428411239,0.962764076
Ilp6,FBgn0044047,0.03810741,0.962800199
CG5455,FBgn0039430,0.118729847,0.963696906
ct,FBgn0004198,0.995155027,0.963727938
CG34159,FBgn0085188,0.614080488,0.964127513
Pax,FBgn0041789,0.965082977,0.964183132
CG6707,FBgn0036058,0.052271502,0.964455075
NLaz,FBgn0053126,0.978367648,0.96449898
Usp32,FBgn0036913,0.797439528,0.964515059
CG34172,FBgn0085201,0.439038308,0.965018361
CG14044,FBgn0031650,0.206595151,0.965189818
E23,FBgn0020445,0.213885695,0.965346527
CG2991,FBgn0031474,0.024063409,0.96544941
CG10031,FBgn0031563,0.9463364,0.965652351
Tsp74F,FBgn0036769,0.953420072,0.965655254
CG30090,FBgn0050090,0.018953455,0.966034647
su(w[a]),FBgn0003638,0.892542884,0.966224968
btsz,FBgn0266756,0.989045852,0.966294599
hiw,FBgn0030600,0.644078928,0.966776371
Best1,FBgn0040238,0.163952682,0.966791035
CG4957,FBgn0032205,0.527400096,0.96679433
d4,FBgn0033015,0.761710015,0.966904497
CG16791,FBgn0038881,0.147443738,0.967412376
Ca-alpha1T,FBgn0264386,0.757984048,0.967430406
PK2-R1,FBgn0038140,0.021248381,0.967480341
PIG-G,FBgn0033187,0.033462353,0.967718268
CG12655,FBgn0031080,0.019455254,0.967823518
hec,FBgn0030437,0.043307503,0.968013865
Atg6,FBgn0264325,0.908167654,0.968065392
Msr-110,FBgn0015766,0.770065845,0.968132923
CG42390,FBgn0259736,0.902013145,0.968227587
CG42288,FBgn0259184,0.32302043,0.968428986
Task7,FBgn0037690,0.783098781,0.968438708
yrt,FBgn0004049,0.733054962,0.968455243
Snx16,FBgn0034265,0.00163432,0.969102665
Eaat2,FBgn0026438,0.316868635,0.969163124
CG13827,FBgn0039068,0.204458073,0.96948563
CG8311,FBgn0034141,0.556755749,0.969613644
CG8944,FBgn0030680,0.405661654,0.969696757
Eb1,FBgn0027066,0.565694942,0.969837443
CG2218,FBgn0039767,0.3638502,0.969939355
Atg17,FBgn0037363,0.975843026,0.970068103
Tbce,FBgn0033055,0.03632465,0.970124682
Ppt2,FBgn0032358,0.738526926,0.970189784
meso18E,FBgn0040089,0.071789726,0.970243802
Ing3,FBgn0030945,0.000266532,0.970276882
vri,FBgn0016076,0.110978427,0.970975145
dup,FBgn0000996,0.139947263,0.971376464
niki,FBgn0045980,0.972310941,0.971649788
CG15201,FBgn0030272,0.240569568,0.971680238
Cyp18a1,FBgn0010383,0.088141043,0.971805784
fw,FBgn0001083,0.122479833,0.971807981
rictor,FBgn0031006,0.554273178,0.972370207
CG16716,FBgn0034459,0.079891968,0.972570887
Atg12,FBgn0036255,0.013005215,0.972772583
CG13071,FBgn0036585,0.051755909,0.972823222
out,FBgn0259834,0.800505316,0.973647898
Arc42,FBgn0038742,0.908515007,0.974030616
l(3)72Ab,FBgn0263599,0.988343151,0.974087205
CG11638,FBgn0040351,0.548308397,0.974213617
Nep1,FBgn0029843,0.302047393,0.974657611
ppk23,FBgn0030844,0.76523706,0.97490734
SLO2,FBgn0261698,0.771097811,0.974993545
CG14050,FBgn0040392,0.019690071,0.975186736
wrapper,FBgn0025878,0.91527325,0.975350516
flr,FBgn0260049,0.093495559,0.97540822
qkr58E-1,FBgn0022986,0.090685412,0.975410193
Ipod,FBgn0030187,0.042208695,0.975663989
CG11210,FBgn0033259,0.018513975,0.975848536
Tdrd3,FBgn0036450,0.016306358,0.975918881
CG17691,FBgn0039993,0.244820752,0.97599363
Nep5,FBgn0039478,0.863007032,0.976000826
arm,FBgn0000117,0.995938253,0.976001442
Uba1,FBgn0023143,0.484368687,0.976208786
Aldh-III,FBgn0010548,0.829624074,0.976348692
CG1434,FBgn0030554,0.841479365,0.976583471
Iml1,FBgn0035227,0.176210433,0.976630729
CG33228,FBgn0261373,0.083222804,0.976916064
gukh,FBgn0026239,0.06157104,0.977078455
Chro,FBgn0044324,0.110832119,0.977184535
Rpb7,FBgn0051155,0.441785544,0.977252495
CG31051,FBgn0051051,0.372647219,0.977324839
PMCA,FBgn0259214,0.705789975,0.977781427
hay,FBgn0001179,0.072051966,0.977940704
CG15282,FBgn0028855,0.333714762,0.978300202
Bsg,FBgn0261822,0.548924783,0.978300533
CG13931,FBgn0035258,0.931307969,0.978557922
Cad99C,FBgn0039709,0.123782386,0.978751763
TfAP-2,FBgn0261953,0.226630567,0.978957497
sbb,FBgn0285917,0.679153807,0.978980974
Eglp2,FBgn0034883,0.326176583,0.979100425
CG9413,FBgn0030574,0.813338167,0.979222042
Ankle2,FBgn0028343,0.909162901,0.979561635
Phm,FBgn0283509,0.722854997,0.979977191
Or71a,FBgn0036474,0.531729986,0.980014534
mv,FBgn0265988,0.880448451,0.980235257
GABA-B-R2,FBgn0027575,0.089454239,0.980331029
CG7544,FBgn0033994,0.64214505,0.980733079
SP2353,FBgn0034070,0.703855856,0.980811037
Gabat,FBgn0036927,0.976622308,0.98089302
Elp2,FBgn0033540,0.674179324,0.980895219
Spt5,FBgn0040273,0.709094173,0.981016974
Su(P),FBgn0004465,0.134848119,0.981164903
Prip,FBgn0033635,0.161729309,0.981191568
Stt3B,FBgn0011336,0.977423659,0.981433817
sqh,FBgn0003514,0.307985307,0.981689602
mask,FBgn0043884,0.940064679,0.982023519
eRF1,FBgn0036974,0.984986189,0.982024807
eIF4G2,FBgn0260634,0.635068415,0.982048298
Lsd-1,FBgn0039114,0.650161252,0.982086405
CG4302,FBgn0027073,0.013715997,0.982158908
Sp212,FBgn0053329,0.389218313,0.982276276
Sytbeta,FBgn0261090,0.445882111,0.982570411
tko,FBgn0003714,0.803259005,0.982846144
ine,FBgn0011603,0.84830191,0.982951466
CG17048,FBgn0033828,0.51535258,0.983048426
l(1)G0289,FBgn0028331,0.037116675,0.983216517
pcx,FBgn0003048,0.044167162,0.983417659
Gad1,FBgn0004516,0.033471599,0.983777845
PI4KIIIalpha,FBgn0267350,0.969596276,0.983874679
cdi,FBgn0004876,0.241826391,0.983905297
Dap160,FBgn0023388,0.998523015,0.983968472
Top1,FBgn0004924,0.331890508,0.984774347
Rab32,FBgn0002567,0.007140694,0.984978059
CG7903,FBgn0039730,0.402549779,0.985206415
CG9572,FBgn0031089,0.999616586,0.985538911
CG3902,FBgn0036824,0.97884782,0.985833064
Vang,FBgn0015838,0.823926331,0.985913506
CG17189,FBgn0039485,0.538862884,0.98592116
CG5999,FBgn0038083,0.512613037,0.985948579
iPLA2-VIA,FBgn0036053,0.880974648,0.986029048
CG12268,FBgn0039131,0.332885822,0.986258501
CG7971,FBgn0035253,0.999932646,0.986649386
ringer,FBgn0266417,0.012109291,0.986700206
scb,FBgn0003328,0.825561648,0.986952096
CG1677,FBgn0029941,0.263494806,0.987151166
trpl,FBgn0005614,0.024263254,0.98765902
CG15514,FBgn0039712,0.14761188,0.98773022
Rph,FBgn0030230,0.387068248,0.987757793
CG14082,FBgn0036851,0.823262731,0.987877123
NaCP60E,FBgn0085434,0.03326663,0.987929581
Eno,FBgn0000579,0.110571243,0.987947397
Odc1,FBgn0013307,0.852625749,0.988044657
NK7.1,FBgn0024321,1,0.988229752
Cpr49Ae,FBgn0033728,0.751853897,0.98826861
SerT,FBgn0010414,0.004409535,0.988592054
CG1227,FBgn0037491,0.51790518,0.98887156
Lar,FBgn0000464,0.36019301,0.988879309
CG13012,FBgn0030769,0.424163949,0.988938862
Sec31,FBgn0033339,0.730228126,0.989025867
CG17698,FBgn0040056,0.931201956,0.989062757
CG43778,FBgn0264308,0.969160844,0.989309431
CG5646,FBgn0039525,0.240381252,0.989317547
Sara,FBgn0026369,0.992122358,0.989414667
CG43736,FBgn0263993,0.296980099,0.98983498
CG2993,FBgn0037521,0.710504794,0.989896319
Slik,FBgn0035001,0.152500282,0.989992889
Sec3,FBgn0266669,0.047605066,0.990001404
mei-41,FBgn0004367,0.249816984,0.99002815
bcn92,FBgn0013432,0.983741074,0.990247914
Appl,FBgn0000108,0.999865841,0.990369044
Sulf1,FBgn0040271,0.09881021,0.990473032
